Id,Hazard,T1_V1,T1_V2,T1_V3,T1_V4,T1_V5,T1_V6,T1_V7,T1_V8,T1_V9,T1_V10,T1_V11,T1_V12,T1_V13,T1_V14,T1_V15,T1_V16,T1_V17,T2_V1,T2_V2,T2_V3,T2_V4,T2_V5,T2_V6,T2_V7,T2_V8,T2_V9,T2_V10,T2_V11,T2_V12,T2_V13,T2_V14,T2_V15
26132,8,18,18,3,B,I,N,B,B,E,7,J,B,15,1,A,K,Y,50,5,Y,9,A,2,28,1,25,3,Y,Y,C,4,4
43435,1,11,16,7,N,H,Y,B,D,D,12,L,B,20,3,A,A,N,47,13,Y,4,B,2,37,1,14,3,N,N,A,2,1
50488,3,2,11,4,C,K,N,B,B,F,7,H,B,20,3,A,N,N,44,8,Y,16,A,2,25,1,22,7,Y,N,E,2,8
14036,4,10,9,4,N,C,N,B,B,D,12,L,B,15,2,A,A,N,51,13,N,17,C,2,40,1,7,4,Y,N,E,2,1
13216,2,7,13,5,B,K,N,B,A,E,3,H,B,15,1,A,L,Y,70,6,N,10,A,2,37,1,5,5,Y,Y,E,2,6
52363,1,12,8,1,N,H,Y,B,D,G,2,H,B,15,1,C,R,N,45,13,Y,12,B,2,31,1,1,6,N,N,A,2,1
3715,4,8,15,3,N,H,N,B,B,D,3,B,B,10,1,A,B,N,46,19,Y,6,B,2,40,1,15,3,Y,N,E,2,1
64122,7,9,20,2,N,K,N,B,B,E,7,I,B,20,3,A,K,N,52,11,N,14,A,1,22,1,3,2,Y,N,D,1,6
54374,1,12,6,4,N,C,N,B,B,D,7,A,B,10,1,A,I,N,52,20,N,5,B,1,31,1,6,3,N,N,A,1,1
47512,5,7,13,7,N,A,Y,D,B,D,3,B,B,10,3,A,B,N,50,7,Y,15,A,3,37,1,17,7,Y,N,E,3,10
54387,3,14,22,3,N,A,Y,B,B,D,3,B,B,15,1,A,I,N,67,14,N,5,B,2,40,1,3,7,N,N,A,2,1
34521,5,9,19,4,N,A,Y,B,B,D,12,B,B,5,1,A,A,N,37,8,Y,9,B,1,31,1,16,1,Y,N,D,1,1
17294,1,15,16,4,B,H,N,B,B,D,3,B,C,10,3,A,E,N,74,16,N,17,A,2,40,1,18,3,Y,N,E,2,5
1750,1,15,18,2,N,A,Y,B,B,D,7,B,B,20,1,A,B,N,92,13,Y,19,A,2,37,1,19,2,Y,N,E,2,12
49105,2,9,15,4,B,K,N,B,B,E,3,H,B,5,3,A,J,N,73,14,N,13,A,1,25,1,11,4,N,N,A,1,11
97063,1,15,2,1,N,C,N,B,B,D,3,B,B,15,1,A,I,N,14,8,Y,4,B,2,40,1,17,6,Y,N,D,4,1
75670,1,5,1,1,C,K,Y,B,B,E,8,I,B,20,3,N,K,N,14,6,N,7,A,2,34,1,3,4,Y,N,E,5,1
10566,3,6,12,2,B,A,Y,B,B,D,3,B,B,10,3,A,B,Y,88,7,N,7,A,2,34,1,25,7,Y,Y,E,2,1
45341,8,3,11,7,E,K,Y,A,B,E,3,H,B,10,1,A,J,N,76,23,N,8,A,1,37,1,16,4,N,N,A,2,5
27549,1,4,13,1,W,I,N,B,B,E,3,J,B,15,3,A,K,N,70,9,N,7,A,1,31,1,9,4,Y,N,E,1,4
16889,4,1,17,2,C,A,N,B,B,B,7,F,B,15,1,A,H,N,40,20,Y,14,A,3,37,1,21,1,Y,N,D,2,4
31921,6,15,12,5,N,B,Y,B,B,D,12,L,B,20,1,A,I,N,87,14,Y,12,A,1,40,1,18,3,N,N,A,1,2
669,1,4,4,3,N,A,N,B,B,D,2,B,B,10,1,A,I,N,55,8,N,7,B,2,40,1,12,1,Y,N,E,2,1
13141,4,15,17,2,N,K,N,D,B,E,8,H,A,20,1,A,K,N,19,13,N,12,A,2,31,1,23,6,Y,N,D,2,2
96039,1,2,16,6,C,A,N,B,B,D,8,B,B,10,2,A,B,N,58,16,N,8,A,2,37,1,25,5,Y,N,E,3,4
47464,4,15,20,2,W,I,Y,B,B,E,3,H,B,20,2,A,R,N,76,12,N,18,A,1,37,1,19,7,N,N,A,1,5
81798,10,6,21,2,S,I,N,B,B,F,12,H,B,10,3,A,K,N,33,11,N,10,A,1,31,1,9,6,Y,N,E,1,1
45272,2,5,3,2,C,A,Y,B,B,D,12,B,B,10,2,N,I,Y,56,9,N,13,A,2,31,1,6,6,Y,Y,E,2,3
12930,1,12,10,6,N,C,N,A,B,D,3,L,B,15,1,A,D,Y,71,20,N,10,A,2,22,1,20,6,Y,Y,E,2,1
59511,2,7,6,4,B,H,Y,B,B,E,12,H,B,15,3,A,R,N,62,8,N,5,B,2,40,1,8,4,N,N,A,2,1
75063,6,6,18,5,B,A,Y,B,B,D,3,B,B,15,2,A,B,N,47,7,Y,8,A,2,40,1,21,4,Y,N,E,2,5
79809,8,10,3,2,N,K,N,A,C,E,3,K,B,20,1,A,M,Y,58,11,Y,7,C,2,31,1,18,6,N,N,C,2,1
81691,5,9,11,7,B,H,N,B,B,D,12,B,B,20,2,A,C,N,75,15,Y,9,B,2,31,1,18,1,N,N,A,4,1
64995,16,10,23,3,N,C,Y,B,B,D,3,L,B,20,3,A,I,N,40,15,N,11,A,7,22,1,15,1,Y,N,C,7,8
41452,7,15,15,4,B,C,Y,B,B,D,12,B,B,15,1,A,B,N,55,17,N,10,A,3,40,1,18,5,N,N,A,5,2
24085,8,4,17,2,B,I,Y,B,B,F,2,H,B,5,1,A,R,N,78,13,Y,18,A,4,40,1,10,6,N,N,A,6,9
86493,1,1,7,2,C,K,N,B,B,E,8,H,B,20,1,A,Q,N,18,19,Y,9,A,1,31,1,20,3,N,N,C,4,6
20891,1,8,18,3,N,K,N,B,A,E,2,H,B,20,1,A,L,N,54,11,N,14,C,1,40,1,23,6,Y,N,E,1,1
21353,1,13,18,3,B,C,Y,B,B,D,3,L,B,10,3,A,I,N,40,14,N,16,A,2,22,1,1,4,Y,N,C,3,3
14856,26,11,3,2,N,K,N,B,B,F,7,H,B,10,1,A,L,N,3,10,Y,4,A,2,31,1,1,6,N,N,E,4,2
28592,4,13,17,1,N,H,N,D,B,E,8,H,B,20,1,A,R,N,63,23,N,4,B,2,34,1,2,3,N,N,C,3,1
13669,3,15,7,5,N,K,N,B,B,E,8,H,B,10,1,A,K,Y,48,10,Y,6,A,2,40,1,15,1,Y,Y,D,2,5
3087,4,14,9,5,N,C,Y,B,B,D,3,B,B,15,1,A,I,Y,97,14,N,11,A,3,40,2,5,3,Y,Y,E,5,7
78776,3,6,18,1,B,K,N,B,B,E,12,J,B,15,3,A,K,Y,91,6,Y,20,C,1,37,1,2,6,Y,Y,E,1,1
43811,1,6,4,1,B,A,N,B,B,D,7,B,B,10,2,A,B,Y,69,8,N,6,A,2,40,1,18,7,Y,Y,E,2,1
65938,15,5,15,1,B,A,N,B,B,D,8,B,A,10,3,A,B,N,59,9,N,11,A,2,31,1,7,3,Y,N,E,2,4
22264,4,3,9,6,C,K,Y,B,B,E,2,J,B,20,1,A,K,N,15,9,N,13,A,1,31,1,2,4,Y,N,D,2,2
74942,4,18,7,5,W,I,Y,B,B,E,8,H,B,15,1,A,R,Y,55,11,N,10,A,2,34,1,17,6,Y,Y,E,2,5
39361,1,19,6,4,E,H,N,B,B,E,3,H,B,20,3,A,K,N,32,18,N,5,B,1,25,1,13,6,N,N,A,1,1
88633,7,4,4,3,N,A,N,B,B,D,3,L,B,15,1,C,I,N,58,11,N,17,A,1,40,1,24,1,Y,N,E,1,3
87009,19,9,11,3,W,B,N,B,C,D,3,L,C,15,1,A,I,N,24,13,N,5,B,1,40,1,18,6,Y,N,E,1,1
54956,2,19,22,1,N,H,N,B,B,D,8,B,B,20,2,A,D,Y,45,18,N,3,A,1,22,1,18,6,Y,Y,C,3,2
68445,5,2,17,2,C,K,Y,B,B,E,12,H,A,10,2,A,R,N,49,15,N,17,A,1,31,1,23,5,Y,N,E,2,10
100951,4,17,5,4,N,H,Y,B,D,E,12,H,B,20,1,A,R,N,4,7,Y,5,B,2,28,1,5,5,N,N,A,3,1
79789,9,5,19,1,N,K,Y,B,B,E,12,N,B,20,1,A,R,N,53,9,N,8,A,3,28,1,5,5,Y,N,C,3,6
44827,1,4,7,5,B,K,Y,B,B,E,12,H,B,15,2,A,J,N,74,9,Y,10,A,3,40,1,17,7,Y,N,E,3,5
82054,5,1,17,1,C,A,Y,B,B,D,3,F,B,20,2,A,I,N,33,12,Y,22,A,2,22,1,21,7,N,N,E,2,1
79302,2,2,18,2,C,K,N,B,B,E,12,H,B,10,3,A,R,N,60,16,Y,20,A,2,37,1,25,1,Y,N,E,2,10
45396,7,16,17,4,N,K,N,B,B,E,2,H,B,15,2,A,L,N,53,12,Y,12,A,1,34,1,18,1,Y,N,E,1,5
1954,1,19,7,1,B,H,Y,B,B,D,3,B,B,10,3,A,I,N,22,19,N,7,A,2,40,1,6,7,Y,N,E,3,2
78742,1,8,6,4,B,I,Y,B,B,E,12,H,B,10,1,A,K,N,75,14,Y,12,A,2,34,1,15,3,Y,N,E,2,3
24042,3,10,6,4,N,C,Y,B,B,B,12,L,B,5,1,A,A,Y,75,13,N,16,C,2,28,1,19,6,Y,Y,E,2,5
14578,4,12,15,4,W,I,N,B,B,E,3,H,B,10,1,A,J,Y,100,13,N,15,A,3,40,1,20,6,Y,N,E,3,11
65086,4,9,17,1,B,C,N,B,B,D,8,B,B,10,1,A,B,N,96,13,Y,15,A,2,28,1,13,7,Y,N,D,2,7
58658,3,9,3,2,W,H,N,B,B,F,3,I,B,20,1,A,R,N,51,17,Y,12,B,1,34,1,1,6,N,N,A,1,1
25461,4,5,17,1,S,H,Y,B,B,E,7,I,B,20,1,D,K,N,36,8,N,3,B,1,34,1,13,4,N,N,A,1,1
67149,10,4,7,5,N,K,N,B,B,E,8,H,B,10,3,A,R,N,97,6,N,11,A,2,31,1,13,3,Y,N,E,3,4
57475,2,7,8,6,B,H,N,D,B,E,12,H,B,15,2,A,K,N,69,9,N,4,B,1,37,1,16,7,N,N,A,1,1
86581,5,2,7,7,C,A,N,B,B,D,12,B,B,10,2,N,B,N,50,10,N,5,A,2,31,1,23,3,Y,N,E,5,11
89018,4,19,18,1,N,C,Y,B,B,D,3,B,B,10,1,A,A,N,63,14,N,4,A,2,37,1,24,4,Y,N,E,2,1
45739,4,9,3,2,W,C,Y,B,B,D,12,L,B,15,1,A,I,N,9,13,N,9,A,2,31,1,16,7,N,N,C,4,3
95858,1,13,16,2,N,H,N,B,B,E,3,H,B,15,2,A,R,N,18,13,N,10,B,2,34,1,1,3,N,N,E,2,1
54036,1,8,5,3,N,H,N,B,B,D,8,B,B,15,2,A,C,N,52,11,N,7,A,2,40,1,9,1,Y,N,D,4,4
22244,1,5,4,3,C,K,N,B,B,E,2,H,B,15,1,N,K,N,91,8,N,15,A,2,40,1,1,6,Y,N,E,2,3
72081,1,9,21,4,B,H,N,B,B,D,8,L,B,20,1,A,E,N,89,25,N,17,A,2,25,1,4,5,Y,N,D,4,11
48592,8,1,15,4,N,D,Y,B,B,B,3,B,B,10,1,A,E,N,38,14,Y,16,A,3,22,1,21,3,Y,N,D,2,11
25564,1,16,16,6,G,K,N,B,B,E,12,H,B,10,1,A,K,N,95,12,Y,16,A,2,37,1,15,4,N,N,A,2,11
17814,1,16,1,1,N,A,Y,B,B,D,8,B,B,15,3,A,A,N,26,8,N,9,B,2,28,1,17,3,Y,N,C,3,1
33709,3,15,17,4,B,K,Y,B,B,E,3,H,B,10,1,A,K,N,59,16,Y,13,A,2,31,1,12,5,N,N,C,2,6
26171,22,18,15,2,B,B,Y,B,C,D,12,B,B,15,1,A,B,N,83,11,N,4,A,2,25,1,3,3,N,N,A,2,1
58661,1,8,18,4,B,K,Y,B,B,E,3,H,B,10,2,A,M,N,69,10,Y,11,C,1,40,1,24,6,Y,N,E,1,1
66359,1,3,7,5,N,B,N,B,B,B,12,B,B,20,1,A,C,N,91,8,N,10,A,3,25,1,19,4,Y,N,E,3,5
47891,4,11,14,3,G,K,N,B,C,E,8,H,B,10,1,A,K,N,97,11,Y,12,A,1,34,1,21,7,Y,N,E,1,1
37484,1,14,15,2,W,C,Y,B,B,D,3,L,B,15,1,A,E,N,97,25,Y,12,A,2,37,1,20,4,Y,N,E,3,5
25540,1,6,13,1,B,I,N,B,B,E,8,H,B,5,3,A,N,Y,54,8,N,6,A,2,31,1,22,7,Y,Y,E,2,3
21383,13,12,12,2,N,C,N,B,B,D,3,L,C,20,1,A,E,Y,49,13,N,5,A,2,31,2,12,7,Y,Y,E,2,1
24014,6,10,17,4,N,K,N,B,B,E,7,H,B,10,1,A,N,N,96,5,Y,15,A,2,34,1,15,3,Y,N,C,2,6
53498,7,12,20,2,W,K,Y,B,B,F,3,M,B,20,1,A,K,Y,30,18,Y,8,C,1,40,1,7,4,Y,Y,E,2,1
71164,1,19,11,1,N,B,Y,B,B,D,12,B,B,15,1,A,B,N,29,13,N,12,A,4,34,1,10,1,N,N,B,4,7
17578,1,4,7,5,B,A,N,B,B,B,7,B,A,15,3,A,I,Y,96,10,N,5,A,2,40,1,20,7,Y,N,E,4,3
28269,4,1,12,4,C,K,Y,B,B,E,3,J,B,20,3,N,R,N,37,10,N,12,A,1,34,1,21,1,Y,N,D,2,3
80512,7,11,6,1,N,C,N,B,B,D,7,L,B,20,1,A,D,N,16,20,Y,5,B,2,40,2,17,4,N,N,A,4,1
94383,5,3,3,1,N,A,N,B,B,B,12,L,A,15,1,A,I,Y,84,16,N,14,A,2,40,1,9,1,Y,Y,E,2,2
14072,1,7,16,5,B,I,Y,B,B,E,8,H,B,10,2,A,N,N,57,9,N,14,A,2,40,1,2,7,Y,N,E,2,5
91173,1,5,13,8,B,A,Y,D,B,D,8,B,B,10,1,N,B,Y,86,9,N,14,A,2,31,1,17,2,Y,Y,E,2,2
62703,1,14,18,3,B,I,Y,B,B,F,8,H,B,15,1,A,J,N,79,11,N,16,A,2,40,1,13,7,Y,N,D,2,9
25544,5,6,7,5,B,I,N,B,B,E,8,H,B,10,3,A,K,N,90,9,N,14,A,3,37,1,21,3,Y,N,E,3,1
14139,2,2,18,1,C,B,N,B,D,D,3,B,B,15,2,A,A,N,51,12,N,14,B,2,31,1,23,3,Y,N,E,1,1
60710,11,14,22,6,N,K,N,B,B,E,2,M,C,10,1,A,K,Y,84,15,N,8,C,2,37,1,17,6,Y,Y,E,2,1
73508,1,7,18,2,B,I,N,B,B,E,12,H,B,10,1,A,K,N,62,4,Y,12,A,3,34,1,25,2,Y,N,C,1,12
46597,2,5,14,5,B,I,Y,B,B,E,12,J,B,5,1,A,R,N,94,10,Y,19,A,1,31,2,4,5,Y,N,E,1,2
71854,2,3,18,2,B,H,Y,B,B,D,8,B,B,10,1,A,E,N,62,13,Y,16,A,1,37,1,16,7,Y,N,D,1,10
44208,3,9,12,4,N,K,N,B,B,E,12,H,B,10,3,A,M,N,73,11,Y,16,A,2,37,1,1,4,Y,N,C,2,7
100712,1,5,6,4,C,A,N,B,B,D,12,B,B,20,3,N,B,Y,88,6,N,14,A,2,22,1,1,7,Y,Y,C,2,5
18743,6,7,18,1,B,B,N,B,B,D,8,B,B,20,1,A,E,N,39,8,Y,13,A,1,40,1,6,2,N,N,A,1,3
31016,10,1,9,6,N,A,Y,B,B,D,7,B,B,10,4,A,C,N,19,12,N,14,A,3,31,1,20,3,N,N,C,2,2
32569,1,5,16,1,B,I,Y,B,A,E,2,H,B,15,3,A,Q,N,32,9,N,4,A,2,40,1,13,1,Y,N,E,2,1
90809,6,5,21,6,E,A,Y,B,B,D,3,B,B,20,1,A,I,N,75,13,Y,13,A,2,40,1,19,1,Y,N,E,2,9
93790,11,12,6,4,N,H,Y,B,B,D,3,L,B,10,1,W,I,N,39,20,N,3,B,2,37,1,2,7,N,N,A,3,1
53806,1,15,19,3,W,C,N,B,B,D,12,B,B,15,1,A,B,Y,88,14,N,15,C,1,25,1,20,3,Y,Y,E,1,2
38215,1,6,21,1,B,B,N,B,B,D,12,B,B,10,2,A,I,N,74,13,N,10,B,2,40,1,4,7,Y,N,E,2,1
77573,1,4,5,3,W,A,Y,B,B,D,2,B,B,15,1,A,B,Y,86,8,N,6,B,1,40,1,17,4,Y,Y,E,1,1
53416,7,4,14,2,N,A,N,B,B,D,12,B,B,10,1,A,H,N,82,8,N,10,B,3,37,1,1,6,Y,N,E,6,7
6900,1,14,23,2,N,K,N,B,D,E,8,H,B,10,2,A,R,Y,75,5,N,13,A,2,40,2,2,2,Y,Y,E,2,2
68936,2,6,16,1,B,K,Y,B,B,E,7,H,B,20,1,A,P,N,63,12,N,18,A,2,25,1,18,3,Y,N,D,2,11
63028,4,2,15,2,S,A,N,B,B,D,3,A,B,10,3,N,I,N,45,15,N,6,A,2,34,1,22,4,Y,N,E,5,5
30748,5,7,13,7,E,A,N,B,B,D,3,B,B,20,2,A,B,N,94,10,Y,14,A,1,28,1,1,6,Y,N,E,1,10
65054,1,14,12,4,C,K,N,B,B,E,7,J,B,15,1,S,M,N,42,12,N,7,A,2,25,1,12,6,Y,N,E,2,4
89063,2,3,6,4,N,C,Y,B,B,D,7,A,B,10,1,A,C,N,37,10,Y,10,A,2,40,1,1,6,Y,N,C,3,1
96286,1,12,15,4,N,H,N,B,B,F,12,J,B,10,1,H,R,N,44,21,N,9,B,2,25,2,4,6,Y,N,E,2,1
71612,1,6,16,3,B,A,N,B,D,D,3,B,B,10,3,A,B,N,42,9,N,6,B,2,40,1,20,2,Y,N,D,4,1
60930,5,19,4,3,B,B,N,B,B,D,2,B,B,15,1,A,E,Y,55,8,N,11,A,2,34,1,5,3,Y,Y,D,2,4
39352,1,2,20,3,N,H,N,B,A,D,8,L,B,10,1,A,B,N,48,18,N,16,A,1,40,1,1,6,Y,N,D,1,8
41715,1,9,21,5,N,H,N,B,B,D,3,B,B,10,1,A,I,N,97,12,N,13,A,2,31,1,3,6,Y,N,D,3,4
9324,2,11,19,3,N,K,N,B,B,E,8,H,B,20,1,A,K,N,50,12,Y,6,A,1,40,1,23,1,N,N,A,1,2
68796,2,8,17,6,B,C,N,B,B,D,7,B,B,20,3,A,B,N,66,12,Y,14,A,2,34,1,18,7,Y,N,E,2,5
93538,6,6,5,3,H,A,N,B,B,B,8,B,B,10,3,A,B,N,35,7,N,11,A,3,31,1,20,7,N,N,A,4,4
8941,5,6,17,5,E,A,Y,B,B,D,3,B,B,10,3,A,B,N,82,9,Y,16,A,3,25,1,18,4,Y,N,E,3,9
90498,4,1,20,4,C,K,N,B,B,E,3,H,B,10,1,A,R,N,37,25,Y,19,A,2,28,1,21,6,Y,N,C,2,1
7058,1,5,2,1,C,K,Y,B,B,E,7,J,B,20,3,A,N,N,15,8,N,6,A,2,37,1,6,1,N,N,A,4,2
12494,1,3,7,5,G,H,Y,B,C,D,12,B,B,20,1,C,I,N,86,13,Y,20,A,1,37,1,17,5,Y,N,E,1,5
18563,1,1,16,2,C,A,N,B,B,D,7,B,B,15,2,A,B,N,29,12,Y,6,B,2,22,1,21,1,N,N,E,2,4
48990,10,9,7,5,N,K,Y,D,B,E,3,I,D,10,3,A,J,N,45,14,N,22,A,2,40,1,8,4,N,N,A,2,5
87867,11,2,6,2,N,A,Y,D,C,D,3,L,B,20,1,A,I,N,58,9,Y,10,A,3,25,1,6,4,Y,N,E,3,1
12492,4,12,8,5,N,K,Y,B,B,F,3,J,B,10,1,A,K,N,42,11,N,8,A,2,34,1,16,5,N,N,C,4,6
40050,8,12,7,1,W,H,N,B,B,E,8,H,C,10,2,A,R,N,51,19,Y,18,B,2,22,1,1,3,Y,N,E,2,1
100285,10,3,6,3,C,A,N,B,B,D,2,B,B,10,1,A,B,N,47,10,N,3,B,2,37,1,18,6,Y,N,B,2,1
62648,8,18,6,4,N,K,N,B,B,E,3,H,B,20,1,A,R,N,22,11,N,9,A,1,22,1,4,6,Y,N,E,1,1
73624,1,7,18,2,B,H,N,B,B,E,8,H,B,20,3,A,K,N,39,8,Y,5,B,2,28,1,17,4,N,N,A,4,1
10236,3,14,18,2,N,K,N,B,B,F,3,H,B,10,1,A,R,N,69,12,N,11,A,1,37,1,17,4,N,N,A,1,3
6444,1,2,2,2,C,A,Y,B,B,D,8,B,B,15,2,N,B,N,58,10,Y,4,B,2,22,1,3,3,N,N,A,2,1
14523,1,13,23,1,E,K,N,B,B,E,8,J,B,15,1,H,J,Y,73,12,N,13,A,1,40,1,18,6,Y,Y,C,2,1
70400,2,5,14,5,N,A,N,D,B,D,2,B,A,15,1,A,B,N,61,8,Y,10,A,1,25,1,19,6,Y,N,E,1,6
81692,1,1,21,7,N,B,N,B,B,D,3,L,D,15,1,A,I,N,48,20,N,6,B,2,40,1,23,6,Y,N,E,2,3
32365,2,3,2,1,B,H,Y,D,B,E,8,H,B,10,1,A,R,N,52,13,N,4,B,2,37,1,9,7,N,N,A,2,1
68569,1,14,4,3,N,H,Y,B,B,B,3,B,B,15,1,A,B,Y,94,20,Y,8,C,2,28,1,13,1,Y,Y,D,2,6
66061,1,7,13,3,B,A,Y,B,B,D,12,B,B,10,3,A,I,N,26,9,Y,11,B,2,37,1,20,1,Y,N,E,2,1
61214,2,2,11,1,C,A,N,B,B,B,12,B,B,10,2,N,B,N,52,17,Y,9,A,1,28,1,24,5,Y,N,E,5,3
52034,5,12,15,1,G,C,N,D,C,D,3,L,B,20,1,C,C,N,81,21,N,17,A,2,40,1,2,7,Y,N,D,2,8
57040,9,9,20,4,N,K,N,B,B,F,12,J,D,15,1,A,R,N,79,14,Y,11,A,3,31,1,2,2,Y,N,D,3,5
27169,1,8,17,5,N,H,Y,B,B,B,3,B,B,20,1,A,B,N,58,23,Y,6,C,2,34,1,1,5,Y,N,E,4,1
58331,4,8,1,1,N,C,Y,B,B,B,12,B,C,20,1,A,I,N,37,13,Y,5,B,2,31,1,21,2,Y,N,E,2,1
10138,1,6,3,2,N,A,N,B,B,C,3,B,B,15,1,F,I,Y,97,11,N,2,A,2,37,1,1,6,Y,Y,E,2,2
1453,2,5,9,5,B,H,Y,B,B,F,2,H,B,5,1,A,R,N,45,9,Y,12,B,2,31,1,8,7,Y,N,C,2,1
41154,1,6,16,2,B,K,N,B,B,E,3,H,B,10,2,A,K,N,63,8,N,14,A,2,25,1,19,7,N,N,A,2,8
1260,5,15,2,2,N,B,Y,B,B,D,8,B,B,20,2,A,I,N,14,7,N,10,A,1,25,1,9,5,Y,N,C,2,1
54505,4,10,22,1,N,H,Y,B,B,D,12,L,B,20,1,A,E,Y,69,17,N,8,A,5,34,2,4,6,Y,Y,E,5,4
3320,4,12,19,1,E,K,Y,B,D,E,12,I,B,10,1,D,R,Y,44,16,N,6,A,2,31,1,11,7,Y,Y,E,2,4
46283,1,14,8,4,N,K,Y,B,B,E,7,H,B,10,2,A,J,Y,92,20,N,16,A,1,40,1,20,6,Y,Y,E,1,5
3030,11,4,4,3,N,K,Y,B,B,F,3,H,B,10,3,A,K,N,73,15,Y,7,A,2,28,1,16,3,Y,N,C,3,1
11209,4,7,8,4,B,A,N,B,B,D,3,B,B,5,2,A,B,N,53,8,N,8,A,2,31,1,13,6,Y,N,E,4,1
90549,1,5,16,2,B,A,Y,B,B,D,2,B,B,15,2,A,I,Y,33,7,Y,12,C,2,40,1,13,6,Y,Y,E,2,2
65756,1,18,18,8,E,B,Y,B,B,D,8,B,B,10,1,A,I,N,23,11,N,17,A,3,37,1,18,5,Y,N,E,3,5
37084,7,6,18,2,B,I,Y,B,B,F,3,H,B,10,1,A,R,N,80,11,N,12,A,2,31,1,20,3,Y,N,E,2,9
30731,2,2,4,3,C,A,N,B,D,D,7,B,B,15,3,N,B,Y,91,11,Y,10,A,2,34,1,1,6,Y,Y,E,2,1
90345,3,15,18,3,N,K,Y,D,B,E,12,H,B,15,1,A,K,Y,58,14,N,4,C,2,34,1,12,7,Y,Y,E,2,1
30762,3,8,10,5,W,H,Y,B,B,D,12,B,B,15,1,A,B,N,66,13,Y,8,A,2,37,1,19,6,Y,N,E,2,7
63407,1,12,23,4,N,C,Y,B,B,D,8,L,B,15,1,A,I,N,41,10,N,7,A,2,40,1,15,3,Y,N,E,4,1
88931,7,7,18,1,B,I,Y,B,B,E,2,H,B,20,1,A,K,N,80,8,N,18,A,2,34,1,12,3,Y,N,E,2,5
94385,1,6,16,2,B,A,Y,B,B,D,3,B,B,10,1,A,I,N,48,7,N,11,A,1,37,1,19,3,Y,N,E,3,3
98301,5,8,12,5,N,K,Y,B,B,F,8,H,B,20,1,A,R,N,99,11,N,14,A,2,28,1,12,5,Y,N,E,2,2
4651,7,15,3,2,N,K,Y,B,B,F,8,H,B,20,1,A,J,N,43,8,N,19,A,2,31,1,3,4,Y,N,E,2,3
2111,5,7,9,5,H,A,N,B,B,D,2,B,B,10,1,A,A,Y,65,8,N,12,A,2,40,1,15,5,Y,Y,E,2,7
27492,1,2,18,4,C,A,Y,B,B,D,8,L,B,20,2,A,A,N,54,17,N,5,D,2,34,1,24,6,Y,N,E,1,2
17491,2,18,6,4,B,C,N,B,B,B,3,B,B,10,1,A,I,Y,77,13,Y,15,A,2,40,1,17,1,Y,Y,E,2,4
18789,4,4,15,5,B,B,Y,B,B,D,12,B,B,5,1,A,B,N,67,11,Y,15,A,2,31,1,6,3,Y,N,D,2,9
39745,4,5,13,4,C,K,N,B,B,E,2,H,B,10,2,A,R,N,88,8,N,18,A,2,25,1,8,3,Y,N,E,2,9
65989,9,15,16,2,N,C,N,B,B,D,2,B,B,20,1,A,I,N,41,9,N,9,B,2,34,1,5,7,N,N,E,4,1
43040,4,16,10,7,B,I,N,D,B,E,2,H,D,10,1,A,R,N,53,9,N,16,A,1,40,1,2,5,N,N,A,1,7
56231,1,18,2,2,N,H,N,B,B,E,8,H,B,10,1,A,K,N,38,15,N,15,B,2,28,1,17,3,N,N,A,3,1
61631,1,17,5,3,B,I,N,B,B,E,2,H,A,15,3,A,R,N,51,9,N,8,A,2,28,1,7,6,N,N,D,4,3
37427,4,5,17,2,S,H,N,B,B,E,8,H,B,15,1,A,R,N,17,9,Y,5,B,2,31,1,5,6,N,N,A,2,1
54154,1,5,5,4,B,A,N,B,B,D,2,B,B,15,1,A,B,Y,73,9,N,6,C,2,31,1,16,2,Y,Y,E,2,2
43592,1,4,18,6,N,K,Y,B,B,E,3,J,B,10,1,A,K,N,93,8,N,17,A,2,37,1,8,6,Y,N,C,2,11
94423,4,13,23,1,N,C,N,B,B,D,8,L,B,5,2,A,I,N,32,18,N,3,B,2,40,1,11,7,Y,N,E,2,1
70550,5,11,8,4,W,I,N,D,B,F,7,H,B,10,2,A,R,N,56,10,N,12,A,2,40,1,17,7,Y,N,E,2,1
30529,4,10,22,4,N,K,N,B,B,F,3,H,B,15,1,A,N,N,62,25,N,12,A,1,40,1,4,7,Y,N,E,1,1
54713,3,7,5,2,N,A,N,B,B,D,3,B,B,15,3,A,H,N,68,6,N,5,A,1,31,1,16,5,Y,N,E,1,4
66273,3,4,14,6,N,C,Y,B,D,D,7,B,B,10,1,A,B,N,47,10,N,11,A,3,37,1,25,1,Y,N,C,5,6
90361,2,5,4,2,G,K,N,B,B,E,8,J,B,20,2,C,K,N,64,10,N,9,A,2,40,1,11,3,Y,N,D,5,5
16191,11,9,16,3,B,K,N,B,C,E,2,H,B,15,1,A,R,N,75,10,N,11,A,2,34,1,13,4,Y,N,C,5,6
72641,1,9,5,3,G,H,N,B,C,B,3,B,B,20,1,A,F,N,60,15,N,16,A,2,37,1,4,6,Y,N,E,2,4
37274,1,19,19,1,B,H,N,B,B,D,2,B,B,20,1,A,E,Y,79,17,Y,16,A,2,34,1,22,4,Y,Y,E,2,2
94614,4,3,4,2,N,H,Y,B,B,E,8,H,B,15,1,A,R,N,23,11,Y,15,B,2,40,1,7,6,Y,N,E,2,1
