Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
The X-Factor,X360,2010,Misc,Deep Silver,0,0.08,0,0.01,0.09
Darkest of Days,X360,2009,Shooter,Phantom EFX,0.09,0,0,0.01,0.09
Dance on Broadway,PS3,2011,Misc,Ubisoft,0.05,0.03,0,0.01,0.09
SingStar Apres-Ski Party 2,PS3,2010,Misc,Sony Computer Entertainment,0,0.07,0,0.02,0.09
Raven Squad: Operation Hidden Dagger,X360,2009,Shooter,Evolved Games,0.08,0.01,0,0.01,0.09
Gundam Breaker 3,PS4,2016,Action,Namco Bandai Games,0,0,0.09,0,0.09
The King of Fighters XIV,PS4,2016,Fighting,Deep Silver,0.04,0.01,0.03,0.01,0.09
Field & Stream: Total Outdoorsman Challenge,X360,2010,Sports,505 Games,0.09,0,0,0.01,0.09
Raiden Fighters Aces,X360,2008,Shooter,Valcon Games,0.06,0.03,0,0.01,0.09
Adventure Time: Finn & Jake Investigations,X360,2015,Action,Little Orbit,0.02,0.06,0,0.01,0.09
The Crew: Wild Run,PS4,2015,Action,Ubisoft,0,0.08,0,0.01,0.09
Devil May Cry 4,PS4,2015,Action,Capcom,0.01,0,0.08,0,0.09
Backyard Sports: Sandlot Sluggers,X360,2010,Sports,Atari,0.09,0,0,0.01,0.09
Import Tuner Challenge (American sales),X360,2006,Racing,Ubisoft,0.07,0.01,0,0.01,0.09
Truth or Lies,PS3,2010,Misc,THQ,0.06,0.02,0,0.01,0.09
WSC Real 11: World Snooker Championship,PS3,2011,Sports,Koch Media,0,0.07,0,0.02,0.09
NCAA March Madness 08,PS3,2007,Sports,Electronic Arts,0.08,0,0,0.01,0.09
NHL 2K8,PS3,2007,Sports,Take-Two Interactive,0.08,0.01,0,0.01,0.09
The Idolmaster: Platinum Stars,PS4,2016,Simulation,Namco Bandai Games,0,0,0.09,0,0.09
Destroy All Humans! Path of the Furon,PS3,2009,Action,THQ,0,0.08,0,0.01,0.09
Resident Evil Chronicles HD,PS3,2012,Shooter,Capcom,0,0,0.09,0,0.09
Transformers: Devastation,X360,2015,Action,Activision,0.06,0.02,0,0.01,0.09
SingStar: Made In Germany,PS3,2009,Misc,Sony Computer Entertainment,0,0.07,0,0.02,0.09
Young Justice: Legacy,PS3,2013,Action,Namco Bandai Games,0.06,0.02,0,0.01,0.09
JASF: Jane's Advanced Strike Fighters,X360,2011,Simulation,Deep Silver,0.06,0.02,0,0.01,0.09
Damnation,PS3,2009,Shooter,Codemasters,0.07,0.01,0,0.01,0.09
Ben 10 Galactic Racing,PS3,2011,Racing,D3Publisher,0.06,0.02,0,0.01,0.09
Jimmie Johnson's Anything With an Engine,X360,2011,Racing,Konami Digital Entertainment,0.08,0,0,0.01,0.09
Last Rebellion,PS3,2010,Role-Playing,Nippon Ichi Software,0.06,0.01,0.01,0.01,0.09
Quantum Theory,X360,2010,Shooter,Tecmo Koei,0.06,0.02,0,0.01,0.09
Bass Pro Shops: The Hunt,X360,2010,Sports,Griffin International,0.08,0,0,0.01,0.09
Ratchet & Clank Future: Quest for Booty,PS3,2008,Platform,Sony Computer Entertainment,0.01,0.06,0,0.02,0.09
Winter Stars,PS3,2011,Sports,Deep Silver,0.01,0.06,0,0.02,0.09
Super Robot Wars OG: The Moon Dwellers,PS4,2016,Misc,Namco Bandai Games,0,0,0.09,0,0.09
Supreme Commander,X360,2008,Strategy,505 Games,0.07,0.01,0,0.01,0.09
Samurai Warriors 4: Empires,PS4,2015,Action,Tecmo Koei,0.02,0.01,0.05,0.01,0.09
Blazblue: Continuum Shift Extend,PS3,2011,Fighting,PQube,0,0,0.09,0,0.09
Tornado Outbreak,PS3,2009,Action,Konami Digital Entertainment,0.08,0,0,0.01,0.09
MotoGP 14,X360,2014,Racing,Milestone S.r.l.,0.04,0.04,0,0.01,0.09
Burnout Paradise: The Ultimate Box,PS3,2009,Racing,Electronic Arts,0,0.06,0.01,0.02,0.09
Zoids Assault,X360,2007,Strategy,Takara Tomy,0.08,0,0,0.01,0.09
Karaoke Revolution Presents American Idol Encore 2,X360,2008,Misc,Konami Digital Entertainment,0.08,0,0,0.01,0.09
No More Heroes: Red Zone,PS3,2011,Action,Marvelous Interactive,0,0,0.09,0,0.09
Deadliest Catch: Sea of Chaos,X360,2010,Sports,Crave Entertainment,0.08,0,0,0.01,0.09
Karaoke Revolution Presents American Idol Encore,PS3,2008,Misc,Konami Digital Entertainment,0.08,0,0,0.01,0.09
Romance of the Three Kingdoms XII,PS3,2012,Strategy,Tecmo Koei,0,0,0.09,0,0.09
Back to the Future: The Game,PS3,2011,Adventure,Telltale Games,0.07,0.01,0,0.01,0.09
F1 2016 (Codemasters),XOne,2016,Racing,Codemasters,0.01,0.07,0,0.01,0.09
Sengoku Basara 4: Sumeragi,PS3,2015,Action,Capcom,0,0,0.09,0,0.09
Resident Evil: Revelations 2,X360,2015,Action,Capcom,0.04,0.04,0,0.01,0.09
Battle Fantasia,X360,2008,Fighting,505 Games,0.07,0,0.01,0.01,0.09
ShellShock 2: Blood Trails,X360,2009,Shooter,Eidos Interactive,0.05,0.03,0,0.01,0.09
F.E.A.R. Files,X360,2007,Shooter,Vivendi Games,0.07,0.01,0,0.01,0.09
SpongeBob: HeroPants,X360,2015,Platform,Activision,0.08,0,0,0.01,0.09
Spectral Force 3,X360,2006,Role-Playing,Idea Factory,0.08,0,0,0.01,0.09
Chou Jigen Game Neptune Mk-II,PS3,2011,Role-Playing,Compile Heart,0,0,0.09,0,0.09
Escape Dead Island,X360,2014,Action,Deep Silver,0.03,0.05,0,0.01,0.09
Adventure Time: Finn & Jake Investigations,PS4,2015,Action,Little Orbit,0.03,0.04,0,0.01,0.09
Puss in Boots,PS3,2011,Action,THQ,0.07,0.01,0,0.01,0.09
PAC-MAN and the Ghostly Adventures,PS3,2013,Platform,Namco Bandai Games,0.03,0.04,0,0.01,0.09
Adventure Time: The Secret of the Nameless Kingdom,X360,2014,Action,Little Orbit,0,0.08,0,0.01,0.09
Knights Contract,PS3,2011,Action,Namco Bandai Games,0.04,0.03,0,0.01,0.09
Dynasty Warriors 8: Empires,PS3,2014,Action,Tecmo Koei,0,0,0.09,0,0.09
Blacksite: Area 51,PS3,2007,Shooter,Midway Games,0.07,0.01,0,0.01,0.09
Cloudy With a Chance of Meatballs,X360,2009,Platform,Ubisoft,0.07,0.01,0,0.01,0.09
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,PS3,2011,Action,THQ,0.04,0.03,0,0.01,0.09
Rugby 15,XOne,2015,Sports,Bigben Interactive,0.03,0.05,0,0.01,0.09
Beat Sketch!,PS3,2010,Misc,Sony Computer Entertainment,0,0,0.08,0,0.08
Lara Croft and the Temple of Osiris,PS4,2014,Action,Square Enix,0,0.07,0,0.01,0.08
Escape Dead Island,PS3,2014,Action,Deep Silver,0.03,0.04,0,0.01,0.08
America's Army: True Soldiers,X360,2007,Shooter,Ubisoft,0.08,0,0,0.01,0.08
MX vs. ATV Supercross,X360,2014,Racing,Nordic Games,0.03,0.05,0,0.01,0.08
Arslan: The Warriors of Legend,PS4,2015,Action,Tecmo Koei,0.02,0.01,0.04,0.01,0.08
Risen 3: Titan Lords,X360,2014,Role-Playing,Deep Silver,0.02,0.06,0,0.01,0.08
Air Conflicts: Secret Wars,X360,2011,Simulation,bitComposer Games,0.06,0.02,0,0.01,0.08
PAC-MAN and the Ghostly Adventures,X360,2013,Platform,Namco Bandai Games,0.04,0.03,0,0.01,0.08
Dead or Alive 5,XOne,2015,Fighting,Tecmo Koei,0.04,0.03,0.01,0.01,0.08
Konami Classics Vol. 1,X360,2009,Misc,Konami Digital Entertainment,0.08,0,0,0.01,0.08
NHL 2K7,X360,2006,Sports,Take-Two Interactive,0.07,0,0,0.01,0.08
Get Fit with Mel B,X360,N/A,Sports,Black Bean Games,0,0.07,0,0.01,0.08
Ride,PS3,2015,Racing,Milestone S.r.l.,0,0.06,0.01,0.01,0.08
Deadliest Catch: Sea of Chaos,PS3,2010,Sports,Crave Entertainment,0.08,0,0,0.01,0.08
ShellShock 2: Blood Trails,PS3,2009,Shooter,Eidos Interactive,0.04,0.03,0,0.01,0.08
Supremacy MMA,X360,2011,Fighting,505 Games,0.05,0.03,0,0.01,0.08
Steins;Gate,PS3,2012,Adventure,PQube,0.01,0.04,0.02,0.01,0.08
God Eater Resurrection,PS4,2015,Action,Namco Bandai Games,0,0,0.08,0,0.08
Initial D: Extreme Stage,PS3,2008,Racing,Sega,0,0,0.08,0,0.08
Adventure Time: Explore the Dungeon Because I Don't Know!,X360,2013,Action,D3Publisher,0.03,0.04,0,0.01,0.08
Toukiden 2,PS4,2016,Action,Tecmo Koei,0,0,0.08,0,0.08
Tornado Outbreak,X360,2009,Action,Konami Digital Entertainment,0.07,0,0,0.01,0.08
DanceDanceRevolution,X360,2011,Simulation,Konami Digital Entertainment,0.08,0,0,0.01,0.08
Steins;Gate: Hiyoku Renri no Darling,X360,2011,Adventure,5pb,0,0,0.08,0,0.08
Looney Tunes: Acme Arsenal,X360,2007,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0,0.01,0.08
Samurai Shodown Sen,X360,2009,Fighting,Rising Star Games,0.07,0.01,0,0.01,0.08
NASCAR The Game: Inside Line,PS3,2012,Racing,Activision,0.07,0,0,0.01,0.08
Qubed,X360,2009,Puzzle,Atari,0.07,0,0,0.01,0.08
Knights Contract,X360,2011,Action,Namco Bandai Games,0.05,0.03,0,0.01,0.08
The Witch and the Hundred Knight,PS4,2015,Role-Playing,Nippon Ichi Software,0.02,0.01,0.05,0.01,0.08
Earth Defense Force 2017,X360,2006,Action,D3Publisher,0.04,0.01,0.03,0,0.08
Persona 4: Arena Ultimax,X360,2014,Fighting,Atlus,0.06,0.01,0,0.01,0.08
AKB1/149: Love Election,PS3,2013,Adventure,Namco Bandai Games,0,0,0.08,0,0.08
Man vs. Wild,PS3,2010,Action,Abylight,0.07,0,0,0.01,0.08
Disney's Meet the Robinsons,X360,2007,Action,Disney Interactive Studios,0.07,0,0,0.01,0.08
Dragon Ball Z: Battle of Z,X360,2014,Fighting,Namco Bandai Games,0.01,0.06,0,0.01,0.08
MXGP 2,PS4,2016,Racing,Milestone S.r.l.,0.02,0.05,0,0.01,0.08
Lost Dimension,PS3,2014,Role-Playing,Nippon Ichi Software,0.05,0.01,0,0.01,0.08
Sherlock Holmes: Crimes & Punishments,XOne,2014,Adventure,Focus Home Interactive,0.03,0.04,0,0.01,0.08
World Series of Poker 2008: Battle for the Bracelets,X360,2007,Misc,Activision,0.06,0.01,0,0.01,0.08
Little League World Series Baseball 2010,PS3,2010,Sports,Activision,0.07,0,0,0.01,0.08
BioShock The Collection,XOne,2016,Shooter,Take-Two Interactive,0.03,0.04,0,0.01,0.08
Madden NFL 17,X360,2016,Sports,Electronic Arts,0.06,0.01,0,0.01,0.08
The Voice,X360,2014,Action,Activision,0.07,0,0,0.01,0.08
Sherlock Holmes: Crimes & Punishments,PS3,2014,Adventure,Focus Home Interactive,0.03,0.04,0,0.01,0.08
Assassin's Creed Chronicles,PS4,2016,Action,Ubisoft,0.01,0.05,0.01,0.01,0.08
Legend of the Guardians: The Owls of Ga'Hoole,PS3,2010,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0,0.01,0.08
Samurai Warriors 2,X360,2006,Action,Tecmo Koei,0.07,0.01,0,0.01,0.08
Boku no Natsuyasumi 3: Hokkoku Hen: Chiisana Boku no Dai Sougen​,PS3,2007,Adventure,Sony Computer Entertainment,0,0,0.08,0,0.08
Grease Dance,PS3,2011,Misc,505 Games,0.05,0.02,0,0.01,0.08
The Golf Club,PS4,2014,Sports,Unknown,0.05,0.02,0,0.01,0.08
MLB Front Office Manager,PS3,2009,Sports,Take-Two Interactive,0.07,0,0,0.01,0.08
Dragon's Dogma Online,PS4,2015,Role-Playing,Capcom,0,0,0.08,0,0.08
The Idolm@ster,X360,2007,Simulation,Namco Bandai Games,0,0,0.08,0,0.08
Infernal: Hell's Vengeance,X360,2009,Shooter,Playlogic Game Factory,0.06,0.01,0,0.01,0.08
Family Game Night 4: The Game Show,X360,2011,Misc,Electronic Arts,0.07,0,0,0.01,0.08
Legend of the Guardians: The Owls of Ga'Hoole,X360,2010,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0,0.01,0.08
Brothers in Arms: Furious 4,PS3,2012,Shooter,Ubisoft,0.01,0.05,0,0.02,0.08
WipEout HD Fury,PS3,2009,Racing,Sony Computer Entertainment,0,0.06,0,0.02,0.08
Tears to Tiara: Garland of the Earth,PS3,2008,Strategy,Aqua Plus,0,0,0.08,0,0.08
Madden NFL 17,PS3,2016,Sports,Electronic Arts,0.05,0.01,0,0.01,0.08
WRC 2: FIA World Rally Championship,X360,2011,Racing,Ubisoft,0,0.06,0,0.01,0.08
The Idolmaster: Gravure For You! Vol. 3,PS3,2011,Misc,Namco Bandai Games,0,0,0.08,0,0.08
Shovel Knight,PS4,2015,Platform,Yacht Club Games,0.03,0.03,0,0.01,0.08
SCORE International Baja 1000: The Official Game,PS3,2008,Racing,Activision,0.07,0,0,0.01,0.08
Yoru no Nai Kuni,PS4,2015,Role-Playing,Tecmo Koei,0,0,0.08,0,0.08
Mega Man Legacy Collection,PS4,2016,Platform,Capcom,0.06,0,0,0.01,0.07
Winter Sports 2: The Next Challenge,X360,2008,Sports,RTL,0.06,0.01,0,0.01,0.07
Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PS3,2011,Sports,Konami Digital Entertainment,0,0,0.07,0,0.07
The History Channel: Battle for the Pacific,PS3,2008,Shooter,Activision,0.07,0,0,0.01,0.07
Generator Rex: Agent of Providence,PS3,2011,Action,Activision,0.05,0.01,0,0.01,0.07
Jimmie Johnson's Anything With an Engine,PS3,2011,Racing,Konami Digital Entertainment,0.07,0,0,0.01,0.07
Record of Agarest War,PS3,2007,Role-Playing,Ghostlight,0,0.03,0.03,0.01,0.07
Saint Seiya: Brave Soldiers,PS3,2013,Fighting,Namco Bandai Games,0,0.01,0.06,0,0.07
The Idolm@ster: Live for You!,X360,2008,Misc,Namco Bandai Games,0,0,0.07,0,0.07
Resident Evil Zero,XOne,2016,Action,Capcom,0.05,0.02,0,0.01,0.07
Tropico 5,X360,2014,Simulation,Kalypso Media,0.03,0.04,0,0.01,0.07
SpongeBob's Truth or Square,X360,2009,Action,THQ,0.03,0.04,0,0,0.07
Kengo: Legend of The 9,X360,2006,Fighting,Majesco Entertainment,0.06,0.01,0,0.01,0.07
Damage Inc.: Pacific Squadron WWII,X360,2012,Simulation,Mad Catz,0.07,0,0,0.01,0.07
Cartoon Network: Punch Time Explosion XL,X360,2011,Fighting,Crave Entertainment,0.07,0,0,0,0.07
Mugen Souls Z,PS3,2013,Role-Playing,Nippon Ichi Software,0.02,0.01,0.04,0.01,0.07
Winning Post 7 2012,PS3,2012,Sports,Ackkstudios,0,0,0.07,0,0.07
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,2016,Action,Activision,0.04,0.02,0,0.01,0.07
The Wolf Among Us,XOne,2014,Adventure,Telltale Games,0.05,0.02,0,0.01,0.07
Blood Drive,PS3,2010,Racing,Activision,0.07,0,0,0,0.07
Just Dance: Disney Party 2,X360,2015,Action,Ubisoft,0.05,0.01,0,0.01,0.07
Rugby World Cup 2015,PS3,2015,Sports,Ubisoft,0,0.06,0,0.01,0.07
Fantasia: Music Evolved,X360,2014,Misc,Disney Interactive Studios,0.05,0.01,0,0.01,0.07
Guilty Gear Xrd -Revelator-,PS4,2016,Fighting,PQube,0.02,0,0.05,0,0.07
Operation Darkness,X360,2007,Role-Playing,Success,0.07,0,0,0,0.07
Damnation,X360,2009,Shooter,Codemasters,0.06,0.01,0,0.01,0.07
Rock Band Country Track Pack 2,PS3,2011,Misc,MTV Games,0.07,0,0,0.01,0.07
Rock Band Track Pack: Classic Rock,X360,2009,Misc,MTV Games,0.07,0,0,0.01,0.07
Bionicle Heroes,X360,2006,Shooter,Eidos Interactive,0.05,0.01,0,0.01,0.07
Inversion,PS3,2012,Shooter,Namco Bandai Games,0.03,0.03,0,0.01,0.07
Zumba Fitness Core,X360,2012,Misc,505 Games,0,0.06,0,0.01,0.07
MLB Front Office Manager,X360,2009,Sports,Take-Two Interactive,0.06,0,0,0.01,0.07
MotoGP 15,PS3,2015,Racing,Milestone S.r.l.,0,0.03,0.03,0.01,0.07
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,PS3,2013,Strategy,Namco Bandai Games,0,0,0.07,0,0.07
Ultimate Marvel vs. Capcom 3,X360,2011,Fighting,Capcom,0,0.03,0.04,0,0.07
Guilty Gear Xrd -Revelator-,PS3,2016,Fighting,PQube,0.01,0.02,0.02,0.01,0.07
Port Royale 3,PS3,N/A,Simulation,Kalypso Media,0.06,0,0,0.01,0.07
Enemy Front,PS3,2014,Shooter,City Interactive,0.01,0.05,0,0.01,0.07
Xbox Live Arcade Unplugged Volume 1,X360,2006,Misc,Microsoft Game Studios,0.05,0.01,0,0.01,0.07
Dynasty Warriors 8: Empires,XOne,2014,Action,Tecmo Koei,0.04,0.02,0,0.01,0.07
Divinity: Original Sin,XOne,2015,Role-Playing,Focus Home Interactive,0.04,0.02,0,0.01,0.07
Toy Soldiers: War Chest,PS4,2015,Action,Ubisoft,0.06,0,0,0.01,0.07
Ken to Mahou to Gakuen Mono. 3,PS3,2010,Role-Playing,Acquire,0,0,0.07,0,0.07
Godzilla (2014),PS3,2014,Action,Namco Bandai Games,0,0.01,0.06,0,0.07
Grand Ages: Medieval,PS4,2015,Strategy,Kalypso Media,0,0.05,0.01,0.01,0.07
Monster High: New Ghoul in School,PS3,2015,Action,Little Orbit,0,0.06,0,0.01,0.07
Just Dance: Disney Party 2,XOne,2015,Action,Ubisoft,0.05,0.01,0,0.01,0.07
Cartoon Network: Punch Time Explosion XL,PS3,2011,Fighting,Crave Entertainment,0.06,0,0,0,0.07
Resident Evil 6,PS4,2016,Shooter,Capcom,0.05,0,0,0.01,0.07
Yoostar on MTV,X360,N/A,Misc,Unknown,0.06,0,0,0,0.07
Tony Hawk's Pro Skater 5,X360,2015,Sports,Activision,0.06,0,0,0.01,0.07
The Book of Unwritten Tales 2,PS4,2015,Adventure,Nordic Games,0,0.06,0,0.01,0.07
Winning Post 7 2010,PS3,2010,Sports,Tecmo Koei,0,0,0.07,0,0.07
Nobunaga no Yabou: Tendou with Power-Up Kit,PS3,2011,Strategy,Tecmo Koei,0,0,0.07,0,0.07
Sly 2: Band of Thieves,PS3,2010,Platform,Sony Computer Entertainment,0,0.05,0,0.02,0.07
SBK 2011: FIM Superbike World Championship,X360,2011,Racing,Black Bean Games,0,0.06,0,0.01,0.07
Fairy Fencer F: Advent Dark Force,PS4,2015,Role-Playing,Idea Factory International,0.02,0,0.05,0,0.07
The Guided Fate Paradox,PS3,2013,Role-Playing,Nippon Ichi Software,0,0,0.06,0,0.07
National Geographic Challenge!,X360,N/A,Misc,Unknown,0.06,0,0,0,0.07
Mayhem 3D,X360,2011,Racing,Evolved Games,0.06,0,0,0,0.07
Top Gun,PS3,2011,Simulation,505 Games,0.06,0,0,0.01,0.07
Dream C Club,X360,2009,Simulation,D3Publisher,0,0,0.07,0,0.07
Hasbro Family Game Night Fun Pack,X360,2011,Misc,Electronic Arts,0.06,0,0,0,0.07
Port Royale 3,X360,N/A,Simulation,Kalypso Media,0.06,0,0,0,0.07
Pro Yaky? Spirits 4,PS3,2007,Sports,Konami Digital Entertainment,0,0,0.07,0,0.07
Motion Explosion!,X360,2011,Misc,505 Games,0.05,0.01,0,0,0.06
Broken Sword 5: The Serpent's Curse,PS4,2015,Adventure,Revolution Software,0,0.06,0,0.01,0.06
Fist of the North Star: Ken's Rage 2,X360,2012,Fighting,Tecmo Koei,0.03,0.01,0.02,0,0.06
Monster Madness: Grave Danger,PS3,2008,Shooter,SouthPeak Games,0.05,0.01,0,0.01,0.06
Legend of Kay,PS4,2015,Action,Nordic Games,0.02,0.03,0,0.01,0.06
Order Up!!,PS3,2011,Action,Funbox Media,0.04,0.01,0,0.01,0.06
Killer Instinct (2013),XOne,2013,Fighting,Microsoft Game Studios,0.03,0.03,0,0.01,0.06
Steins;Gate: Senkei Kousoku no Phonogram,PS3,2013,Adventure,5pb,0,0,0.06,0,0.06
Sherlock Holmes: Crimes & Punishments,X360,2014,Adventure,Focus Home Interactive,0.03,0.03,0,0.01,0.06
Generator Rex: Agent of Providence,X360,2011,Action,Activision,0.05,0.01,0,0,0.06
Song of the Deep,PS4,2016,Action,Insomniac Games,0.05,0,0,0.01,0.06
Valentino Rossi: The Game,PS4,2016,Racing,Namco Bandai Games,0.01,0.05,0,0.01,0.06
Monkey Island: Special Edition Collection,X360,2011,Adventure,Activision,0,0.05,0,0.01,0.06
Pro Evolution Soccer 2017,PS3,2016,Sports,Konami Digital Entertainment,0,0.01,0.04,0,0.06
Steins;Gate,X360,2009,Adventure,5pb,0,0,0.06,0,0.06
MotoGP 10/11,X360,2011,Racing,Capcom,0,0.05,0,0.01,0.06
DreamWorks Super Star Kartz,X360,2011,Racing,Activision,0.05,0.01,0,0,0.06
Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,PS3,2012,Action,Sega,0,0,0.06,0,0.06
Akai Katana Shin,X360,2011,Shooter,Cave,0.04,0,0.01,0,0.06
Terraria,PS4,2014,Action,505 Games,0,0.05,0.01,0.01,0.06
Risen 3: Titan Lords,PS4,2015,Role-Playing,Deep Silver,0,0.05,0,0.01,0.06
Champion Jockey: G1 Jockey & Gallop Racer,X360,2011,Sports,Tecmo Koei,0,0.05,0,0.01,0.06
Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,PS3,2014,Strategy,Namco Bandai Games,0,0,0.06,0,0.06
Inversion,X360,2012,Shooter,Namco Bandai Games,0.03,0.02,0,0.01,0.06
Odin Sphere: Leifthrasir,PS3,2016,Role-Playing,Nippon Ichi Software,0.01,0.02,0.03,0.01,0.06
ICO,PS3,2011,Action,Sony Computer Entertainment,0,0,0.06,0,0.06
Cabela's Big Game Hunter (2008),X360,2007,Sports,Activision Value,0.06,0,0,0,0.06
BlazBlue: Chrono Phantasma Extend,XOne,2015,Action,PQube,0.05,0.01,0,0.01,0.06
Destiny: The Collection,PS4,2016,Shooter,Activision,0.01,0.04,0,0.01,0.06
Digimon All-Star Rumble,X360,2014,Fighting,Namco Bandai Games,0.04,0.01,0,0.01,0.06
Darksiders II,XOne,2015,Action,Nordic Games,0.03,0.02,0,0.01,0.06
Top Gun: Hard Lock,X360,2012,Action,505 Games,0.03,0.02,0,0,0.06
Attack on Titan (KOEI),PS3,2016,Action,Tecmo Koei,0,0,0.06,0,0.06
TrackMania Turbo,XOne,2016,Action,Ubisoft,0.02,0.03,0,0,0.06
SingStar Mallorca Party,PS3,2009,Misc,Sony Computer Entertainment,0,0.04,0,0.02,0.06
Sacred 3,X360,2014,Role-Playing,Deep Silver,0.03,0.03,0,0.01,0.06
Jumper: Griffin's Story,X360,2008,Action,Eidos Interactive,0.05,0,0,0,0.06
Super Robot Wars OG: The Moon Dwellers,PS3,2016,Misc,Namco Bandai Games,0,0,0.06,0,0.06
Game of Thrones (Telltale),PS3,2015,Adventure,Telltale Games,0.02,0.03,0,0.01,0.06
Call of Duty: The War Collection,X360,2010,Shooter,Activision,0.05,0,0,0,0.06
Warriors Orochi 2,X360,2008,Action,Tecmo Koei,0.04,0,0.01,0,0.06
The History Channel: Battle for the Pacific,X360,2007,Shooter,Activision,0.05,0,0,0,0.06
Project Setsuna,PS4,2016,Role-Playing,Square Enix,0,0,0.06,0,0.06
Brave: A Warrior's Tale,X360,2009,Action,SouthPeak Games,0.05,0.01,0,0,0.06
Warriors: Legends of Troy,X360,2011,Action,Tecmo Koei,0,0.04,0.01,0.01,0.06
Vampire Rain: Altered Species,PS3,2008,Action,Ignition Entertainment,0.05,0,0,0,0.06
Romance of the Three Kingdoms 13,PS4,2015,Action,Tecmo Koei,0.01,0,0.05,0,0.06
Utawarerumono: Itsuwari no Kamen,PS4,2015,Adventure,Aqua Plus,0,0,0.06,0,0.06
Ride to Hell,X360,2013,Racing,Deep Silver,0.04,0.01,0,0,0.06
Mayhem 3D,PS3,2011,Racing,Evolved Games,0.05,0,0,0.01,0.06
Mobile Ops: The One Year War,X360,N/A,Simulation,Namco Bandai Games,0,0,0.06,0,0.06
Rugby World Cup 2015,PS4,2015,Sports,Ubisoft,0,0.05,0,0.01,0.06
Nights of Azure,PS4,2015,Action,Tecmo Koei,0.03,0.02,0,0.01,0.06
The Lord of the Rings: The Battle for Middle-Earth II,X360,2006,Strategy,Electronic Arts,0,0.05,0,0.01,0.06
Samurai Warriors 4: Empires,PS3,2015,Action,Tecmo Koei,0,0,0.06,0,0.06
Tokyo Twilight Ghost Hunters,PS3,2014,Role-Playing,Aksys Games,0.03,0,0.02,0.01,0.06
MX vs. ATV Supercross Encore,PS4,2015,Sports,Nordic Games,0,0.05,0,0.01,0.06
Tony Hawk's Pro Skater 5,PS3,2015,Sports,Activision,0.04,0,0,0.01,0.06
Handball 16,PS4,2015,Sports,Bigben Interactive,0,0.05,0,0.01,0.06
Grand Kingdom,PS4,2015,Role-Playing,Nippon Ichi Software,0.02,0,0.03,0,0.06
Nobunaga no Yabou: Souzou,PS4,2014,Strategy,Tecmo Koei,0,0,0.06,0,0.06
Hail to the Chimp,X360,2008,Misc,Gamecock,0.05,0,0,0,0.06
NHL Legacy,X360,2015,Action,Electronic Arts,0.05,0,0,0.01,0.05
Kamen Rider: Battride War Genesis,PS4,2016,Action,Namco Bandai Games,0,0,0.05,0,0.05
DuckTales: Remastered,PS3,2013,Action,Capcom,0.01,0.04,0,0.01,0.05
NBA 2K17,X360,2016,Sports,Take-Two Interactive,0.04,0,0,0.01,0.05
Arcana Heart 3,X360,2011,Fighting,PQube,0,0.03,0.02,0,0.05
Rugby 15,X360,2015,Sports,Bigben Interactive,0,0.05,0,0,0.05
Tour de France 2011,X360,N/A,Racing,Focus Home Interactive,0,0.05,0,0.01,0.05
ZombiU,PS4,2016,Action,Ubisoft,0,0.04,0.01,0.01,0.05
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS3,2016,Action,Activision,0.01,0.03,0,0.01,0.05
Winning Post 8,PS3,2014,Racing,Tecmo Koei,0,0,0.05,0,0.05
DoDonPachi Resurrection,X360,2010,Shooter,Rising Star Games,0,0.05,0,0.01,0.05
UEFA Champions League 2006-2007,X360,2007,Sports,Electronic Arts,0.04,0.01,0,0,0.05
Choujikuu Yousai Macross: Do You Remember Love,PS3,2012,Shooter,Namco Bandai Games,0,0,0.05,0,0.05
Arcania: Gothic 4,PS4,2015,Role-Playing,Nordic Games,0.04,0,0,0.01,0.05
Toy Soldiers: War Chest,XOne,2015,Action,Ubisoft,0.05,0,0,0.01,0.05
The Idolmaster 2,X360,2011,Simulation,Namco Bandai Games,0,0,0.05,0,0.05
Dead or Alive Xtreme 3: Fortune,PS4,2016,Sports,Tecmo Koei,0,0,0.05,0,0.05
Lucha Libre AAA: Heroes del Ring,X360,2010,Fighting,Konami Digital Entertainment,0.05,0,0,0,0.05
Natural Doctrine,PS3,2014,Role-Playing,Nippon Ichi Software,0.03,0.01,0.01,0.01,0.05
MorphX,X360,2010,Shooter,505 Games,0.05,0,0,0,0.05
WRC 5: FIA World Rally Championship,PS4,2015,Sports,Bigben Interactive,0,0.04,0,0.01,0.05
Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015,Shooter,Xseed Games,0.02,0.02,0,0.01,0.05
Assetto Corsa,PS4,2016,Racing,505 Games,0,0.04,0,0.01,0.05
Hakuoki: Stories of the Shinsengumi,PS3,2010,Adventure,Idea Factory,0.02,0,0.03,0,0.05
